V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time
-0.3230579846471572,-2.259233048907903,8.293207761073191,-1.2805104393451563,-0.7473256902408368,-0.138713089630537,1.210746760565209,-0.4509357670864802,-4.510444339966075,0.2842782086492272,1.966920165636568,-0.897379224960189,1.5784897505791466,-0.1583717528789482,-1.1661531588660594,1.3156469338376238,-0.7880324097334237,-1.6899366645877874,-0.5154439315109898,-3.585884065627227,-2.087098483632009,8.251480141883937,3.976101222631773,-0.3594279269923229,-0.5304288682120315,1.6381847681817714,-2.490526264137927,-3.0289786060804387,37.29059510790268,128.99463101956886
0.4668852506596084,4.355273276874681,-3.330379653980564,1.0759773035575015,4.433194614959922,0.7703226042821486,0.8828291568541106,3.1814803062780497,-4.003003292383652,0.2860741815136023,-3.1688864832622725,0.2741052716109819,-7.651397190518112,-0.1318741399835654,-1.831868429029913,-2.474392657891358,-5.975128753677276,7.024711547204374,-0.2690925111898078,1.3660996013035,-3.20980191261412,-7.8902105872664015,1.1871499134905217,-7.119388171484695,-0.084681759910867,0.3780397971229564,0.7205888609329484,1.4462691044865033,61.70427022115897,973.8099327162986
-0.2416272646601118,2.0699588950582264,-2.3423496666040986,-0.5637281788696132,5.326509791531228,-0.4085421555069231,-1.623884731696474,1.932342446968903,-5.4984409485366585,1.066211532293498,-1.096189323782557,-0.1413146689647821,-1.881564765972124,0.7074748874009803,-1.0946023094004906,-2.441920679579826,-4.584607643511629,1.1975524299053733,0.671346658942676,-0.0329765030984955,-0.9971712735992124,-3.750518761572112,2.887063762861865,-4.988215599903266,-1.8462374673549045,-0.3403721455845928,-1.5435757305860096,0.7937217826352598,13.226586631708573,440.1919848087642
1.237605743922721,0.7555886862370578,1.9396244843368604,-1.539739688291063,-1.3782347044212793,-2.65242426213449,-1.3176488086187457,-2.03227833371483,2.8923947085759645,-3.3883648616848165,0.688882980509009,0.6101780583427341,-0.7439411112748604,0.8008389255809886,1.4063589001959185,-2.800000099335312,-0.0012678891191635,-2.171560098814389,-1.006740566871411,1.0068266316755177,-1.516840543921007,3.873009126920329,-0.2702517137832112,-0.928445213090532,0.1089476351031398,0.2914166066650667,-0.0310409804423745,-0.7299759082259488,158.44189208174814,25.78353693873185
0.9942538014589876,2.7426772905765766,-1.758604312317365,0.2687743299668857,-6.567420508161318,-1.52667992211815,0.050533010138453,-0.7964586221073029,1.1044698318339186,7.816211542285639,1.502747418641786,0.4034457399371649,1.2300815446136075,-0.2363992832589471,1.8937761673278453,-0.0779904654608187,5.767692882149039,-0.5767700481290629,-0.038563153434383,5.132298097949589,0.2112457214376415,0.5298021374372658,3.6782023548969,6.717714655216207,-1.5457774642981328,0.8884942138570348,1.591759785335046,3.320601245268694,41.33981996032207,2705.402055386935
-0.4212071677884761,-7.698731510384929,-7.3561496596119476,-0.8587203649266534,-3.427692163847713,-0.2707337767926547,0.0380599558155822,-0.052844399310781,0.729954775523812,4.705576103080992,0.9543873536149566,0.4676842155415667,-1.0907303168385003,-0.0725307732323566,0.5193747562647204,1.9739993517396504,0.3353162055520034,2.3244745871803545,0.5992780477506384,1.2043352111756362,1.65081338239389,-5.333870558196457,-3.5726649431585478,-0.3602448017662689,0.0399984491233214,0.032793432097887,5.006902335634814,-0.3042536957861781,87.81066047827505,886.9060896608756
0.0880988546808345,-2.5753510733594918,6.821473289025991,-0.1725688508589667,-7.391824956471833,-2.2522105893520283,2.2595281638607334,-1.1329880638028933,2.1256590516471703,6.01567132340113,2.730052493976701,2.1235119481352056,3.2374953945661047,-0.4352790115002892,0.2052869355020243,3.5013867373875285,6.491437463842714,-3.1262629708263208,1.9397701795905589,-1.0819304239250012,-0.5703141017767779,8.430011792289768,2.1445996237922023,7.26381094792327,1.802428334686046,-1.69683631593607,2.215341092449756,-1.930039671644073,82.26582846241253,274.187502156296
-1.0736295918570409,2.85929720171335,12.444762764400576,0.060479843584756,3.615824960850885,-2.733595975121907,0.404941096855586,3.724554939245366,-1.449934350489515,5.033396492240724,2.7104275647697387,0.1009023887310076,6.829227173529719,1.7548352814269208,-4.075031719853506,1.3269867239061068,2.868456011640707,-11.457080790674016,-0.7563080730837939,-6.329221302097236,0.8104537514475718,6.615476030634924,6.398250100631053,6.970848158402715,0.0176074721288902,-0.6105804524775156,-0.8870051931545984,-3.7019866254363607,49.28870032284003,1325.1806593415038
-0.6553878711591726,-6.966733952847143,-8.099266070964644,1.2146445740508005,-9.024458391506686,-0.1592166200336433,-1.2066646907582357,-1.856597026232705,0.7738342856600221,5.221849862901402,0.811289816962943,-0.8307321214245417,-6.1956183544294126,-1.58747929158382,0.0062419781875047,2.3015664899001687,-2.250058937251712,8.563727591191308,-0.7460491821938511,1.9007770730412037,-1.890390371632153,-5.82081770565524,-5.266226514258637,-2.1381774426127462,1.5380755420248604,0.2649889944079736,6.613122377907908,1.3646148071142157,147.80713959596346,850.3774896578658
-1.413120648568505,5.952547165607903,-2.051503205149805,1.270335686977753,8.814850722226431,-1.2644656946912871,1.0568708037543784,2.339525290988243,-0.6722717731905334,-2.5261153982971245,-1.2171097723606987,-0.2537435199289819,0.9259971423562512,-0.271812784942297,-0.5274162326836322,-5.318504238817882,-2.1681689730072344,-5.395495493058673,-0.7158049702924643,1.6431470769631102,1.8748255408372,-4.90669377672154,2.721578681497911,-1.842170827188445,0.2083417129359816,0.0808223655435148,-1.9923113842062925,0.924588230466164,79.16165895543973,551.7568352071298
